RECID,XMLRECORD
323,"<row id=""323"" xml:space=""preserve""><c1>C100323</c1><c2>Inès</c2><c3>Petit</c3><c5>avenue de Leroy</c5><c7>Evrard</c7><c8>46269</c8><c31>20081015</c31><c48>TN0000323</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
324,"<row id=""324"" xml:space=""preserve""><c1>C100324</c1><c2>Denis</c2><c3>Leroux</c3><c5>87, rue Laurent Hardy</c5><c7>Saint Adèle-les-Bains</c7><c8>97368</c8><c31>20090614</c31><c48>TN0000324</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
325,"<row id=""325"" xml:space=""preserve""><c1>C100325</c1><c2>Frédérique</c2><c3>Ferreira</c3><c5>88, boulevard de Rey</c5><c7>Blanc</c7><c8>63730</c8><c31>20130727</c31><c48>TN0000325</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
326,"<row id=""326"" xml:space=""preserve""><c1>C100326</c1><c2>Jeanne</c2><c3>Petit</c3><c5>49, boulevard de Hubert</c5><c7>Jacquot</c7><c8>11941</c8><c31>20090406</c31><c48>TN0000326</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
327,"<row id=""327"" xml:space=""preserve""><c1>C100327</c1><c2>Margaux</c2><c3>Leblanc</c3><c5>652, boulevard de Guyot</c5><c7>Saint LucVille</c7><c8>49773</c8><c31>20250605</c31><c48>TN0000327</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
328,"<row id=""328"" xml:space=""preserve""><c1>C100328</c1><c2>Gilles</c2><c3>Laporte</c3><c5>boulevard Luce Gallet</c5><c7>Noël-la-Forêt</c7><c8>18981</c8><c31>20180909</c31><c48>TN0000328</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
329,"<row id=""329"" xml:space=""preserve""><c1>C100329</c1><c2>Marie</c2><c3>Roy</c3><c5>rue Gilbert Blanc</c5><c7>Buisson</c7><c8>16855</c8><c31>20080804</c31><c48>TN0000329</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
330,"<row id=""330"" xml:space=""preserve""><c1>C100330</c1><c2>Pauline</c2><c3>Blot</c3><c5>chemin Dorothée Hamon</c5><c7>Bourgeois</c7><c8>72776</c8><c31>20121017</c31><c48>TN0000330</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
331,"<row id=""331"" xml:space=""preserve""><c1>C100331</c1><c2>Paul</c2><c3>Paris</c3><c5>rue Éléonore Guillon</c5><c7>Faure-la-Forêt</c7><c8>57423</c8><c31>20140602</c31><c48>TN0000331</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
332,"<row id=""332"" xml:space=""preserve""><c1>C100332</c1><c2>Nicole</c2><c3>Breton</c3><c5>4, rue Pauline Payet</c5><c7>Rey</c7><c8>49840</c8><c31>20160921</c31><c48>TN0000332</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
333,"<row id=""333"" xml:space=""preserve""><c1>C100333</c1><c2>Diane</c2><c3>Boyer</c3><c5>25, chemin Roger Leroux</c5><c7>Charrierdan</c7><c8>54330</c8><c31>20170624</c31><c48>TN0000333</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
334,"<row id=""334"" xml:space=""preserve""><c1>C100334</c1><c2>Bernard</c2><c3>Besson</c3><c5>66, rue de Laine</c5><c7>Saint JulesBourg</c7><c8>71293</c8><c31>20120710</c31><c48>TN0000334</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
335,"<row id=""335"" xml:space=""preserve""><c1>C100335</c1><c2>Bernadette</c2><c3>Ferreira</c3><c5>57, rue de Besson</c5><c7>Sainte Claude-la-Forêt</c7><c8>35124</c8><c31>20140912</c31><c48>TN0000335</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
336,"<row id=""336"" xml:space=""preserve""><c1>C100336</c1><c2>Pauline</c2><c3>Allard</c3><c5>93, chemin de Salmon</c5><c7>Barbier</c7><c8>04392</c8><c31>20110426</c31><c48>TN0000336</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
337,"<row id=""337"" xml:space=""preserve""><c1>C100337</c1><c2>Alix</c2><c3>Coste</c3><c5>8, avenue Marthe Rolland</c5><c7>GautierVille</c7><c8>63448</c8><c31>20070605</c31><c48>TN0000337</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
338,"<row id=""338"" xml:space=""preserve""><c1>C100338</c1><c2>Marguerite</c2><c3>Delorme</c3><c5>92, avenue Georges</c5><c7>Guillon</c7><c8>03655</c8><c31>20090101</c31><c48>TN0000338</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
339,"<row id=""339"" xml:space=""preserve""><c1>C100339</c1><c2>Célina</c2><c3>Durand</c3><c5>100, rue de Le Gall</c5><c7>Marchal</c7><c8>26893</c8><c31>20250828</c31><c48>TN0000339</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
340,"<row id=""340"" xml:space=""preserve""><c1>C100340</c1><c2>Odette</c2><c3>Gillet</c3><c5>76, rue Ferreira</c5><c7>Sainte Bernard</c7><c8>74558</c8><c31>20170317</c31><c48>TN0000340</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
341,"<row id=""341"" xml:space=""preserve""><c1>C100341</c1><c2>Émile</c2><c3>Merle</c3><c5>76, chemin Thibault</c5><c7>Muller-sur-Goncalves</c7><c8>62668</c8><c31>20141220</c31><c48>TN0000341</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
342,"<row id=""342"" xml:space=""preserve""><c1>C100342</c1><c2>Victor</c2><c3>Lucas</c3><c5>567, rue Joly</c5><c7>Gaillard</c7><c8>46301</c8><c31>20221021</c31><c48>TN0000342</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
343,"<row id=""343"" xml:space=""preserve""><c1>C100343</c1><c2>Adrien</c2><c3>Klein</c3><c5>9, boulevard Zacharie Weiss</c5><c7>DelmasBourg</c7><c8>94512</c8><c31>20110504</c31><c48>TN0000343</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
344,"<row id=""344"" xml:space=""preserve""><c1>C100344</c1><c2>Suzanne</c2><c3>Bernier</c3><c5>4, boulevard de Poulain</c5><c7>Lemoine</c7><c8>88857</c8><c31>20121203</c31><c48>TN0000344</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
345,"<row id=""345"" xml:space=""preserve""><c1>C100345</c1><c2>Audrey</c2><c3>Buisson</c3><c5>27, chemin Maillet</c5><c7>Rivière</c7><c8>14478</c8><c31>20120803</c31><c48>TN0000345</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
346,"<row id=""346"" xml:space=""preserve""><c1>C100346</c1><c2>Alexandrie</c2><c3>Louis</c3><c5>331, chemin Léger</c5><c7>Vincent-la-Forêt</c7><c8>37240</c8><c31>20081208</c31><c48>TN0000346</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
347,"<row id=""347"" xml:space=""preserve""><c1>C100347</c1><c2>Joseph</c2><c3>Aubry</c3><c5>46, chemin Vincent Bonneau</c5><c7>Petit-la-Forêt</c7><c8>18780</c8><c31>20170510</c31><c48>TN0000347</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
348,"<row id=""348"" xml:space=""preserve""><c1>C100348</c1><c2>Hortense</c2><c3>Da Silva</c3><c5>50, chemin Margot Thomas</c5><c7>Lemaireboeuf</c7><c8>93946</c8><c31>20081115</c31><c48>TN0000348</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
349,"<row id=""349"" xml:space=""preserve""><c1>C100349</c1><c2>Corinne</c2><c3>Arnaud</c3><c5>69, avenue de Gay</c5><c7>Adam</c7><c8>48962</c8><c31>20161117</c31><c48>TN0000349</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
350,"<row id=""350"" xml:space=""preserve""><c1>C100350</c1><c2>Frédérique</c2><c3>Chevallier</c3><c5>836, rue de Nicolas</c5><c7>Charrier</c7><c8>84280</c8><c31>20121219</c31><c48>TN0000350</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
351,"<row id=""351"" xml:space=""preserve""><c1>C100351</c1><c2>Océane</c2><c3>Lebreton</c3><c5>7, avenue Legrand</c5><c7>WeissVille</c7><c8>37956</c8><c31>20091209</c31><c48>TN0000351</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
352,"<row id=""352"" xml:space=""preserve""><c1>C100352</c1><c2>Marc</c2><c3>Turpin</c3><c5>26, rue Jeannine Pasquier</c5><c7>Fleurynec</c7><c8>17938</c8><c31>20140118</c31><c48>TN0000352</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
353,"<row id=""353"" xml:space=""preserve""><c1>C100353</c1><c2>Aimée</c2><c3>Alexandre</c3><c5>87, rue Simone Lucas</c5><c7>Baudry-sur-Lebrun</c7><c8>37682</c8><c31>20170925</c31><c48>TN0000353</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
354,"<row id=""354"" xml:space=""preserve""><c1>C100354</c1><c2>Maggie</c2><c3>Marion</c3><c5>avenue Couturier</c5><c7>Bazin</c7><c8>91937</c8><c31>20220724</c31><c48>TN0000354</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
355,"<row id=""355"" xml:space=""preserve""><c1>C100355</c1><c2>Margaux</c2><c3>Robert</c3><c5>boulevard Blot</c5><c7>Mallet</c7><c8>93959</c8><c31>20160708</c31><c48>TN0000355</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
356,"<row id=""356"" xml:space=""preserve""><c1>C100356</c1><c2>Lorraine</c2><c3>Jourdan</c3><c5>75, rue Auguste Lesage</c5><c7>Mallet</c7><c8>87400</c8><c31>20170608</c31><c48>TN0000356</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
357,"<row id=""357"" xml:space=""preserve""><c1>C100357</c1><c2>Michel</c2><c3>Legros</c3><c5>55, avenue Arnaude Joseph</c5><c7>Fischer</c7><c8>13111</c8><c31>20150810</c31><c48>TN0000357</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
358,"<row id=""358"" xml:space=""preserve""><c1>C100358</c1><c2>Paulette</c2><c3>Louis</c3><c5>1, boulevard Mercier</c5><c7>Sainte Mathilde</c7><c8>21465</c8><c31>20070506</c31><c48>TN0000358</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
359,"<row id=""359"" xml:space=""preserve""><c1>C100359</c1><c2>Susan</c2><c3>Gonzalez</c3><c5>54, chemin de Tanguy</c5><c7>Saint Matthieu-les-Bains</c7><c8>65210</c8><c31>20251008</c31><c48>TN0000359</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
360,"<row id=""360"" xml:space=""preserve""><c1>C100360</c1><c2>Richard</c2><c3>Tessier</c3><c5>boulevard de Gonzalez</c5><c7>PottierVille</c7><c8>64597</c8><c31>20150701</c31><c48>TN0000360</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
361,"<row id=""361"" xml:space=""preserve""><c1>C100361</c1><c2>Claudine</c2><c3>Allain</c3><c5>6, boulevard Patricia Wagner</c5><c7>Saint Christiane</c7><c8>34465</c8><c31>20220507</c31><c48>TN0000361</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
362,"<row id=""362"" xml:space=""preserve""><c1>C100362</c1><c2>Raymond</c2><c3>Baron</c3><c5>894, boulevard Bertrand Lambert</c5><c7>Rousseau</c7><c8>69842</c8><c31>20121016</c31><c48>TN0000362</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
363,"<row id=""363"" xml:space=""preserve""><c1>C100363</c1><c2>Éléonore</c2><c3>Guyot</c3><c5>134, chemin Roger Maurice</c5><c7>Saint Hélène-sur-Mer</c7><c8>97669</c8><c31>20150313</c31><c48>TN0000363</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
364,"<row id=""364"" xml:space=""preserve""><c1>C100364</c1><c2>Capucine</c2><c3>Dufour</c3><c5>174, boulevard Georges Marin</c5><c7>Lecoq</c7><c8>44514</c8><c31>20170228</c31><c48>TN0000364</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
365,"<row id=""365"" xml:space=""preserve""><c1>C100365</c1><c2>Astrid</c2><c3>Texier</c3><c5>67, chemin Collet</c5><c7>Gallet</c7><c8>28588</c8><c31>20200525</c31><c48>TN0000365</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
366,"<row id=""366"" xml:space=""preserve""><c1>C100366</c1><c2>Patricia</c2><c3>Masson</c3><c5>avenue Laroche</c5><c7>Marienec</c7><c8>80371</c8><c31>20170312</c31><c48>TN0000366</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
367,"<row id=""367"" xml:space=""preserve""><c1>C100367</c1><c2>Odette</c2><c3>Gautier</c3><c5>78, avenue Julien Labbé</c5><c7>Barbe</c7><c8>47705</c8><c31>20180830</c31><c48>TN0000367</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
368,"<row id=""368"" xml:space=""preserve""><c1>C100368</c1><c2>Diane</c2><c3>Jacob</c3><c5>rue Pages</c5><c7>Gautier</c7><c8>60451</c8><c31>20200321</c31><c48>TN0000368</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
369,"<row id=""369"" xml:space=""preserve""><c1>C100369</c1><c2>Bernard</c2><c3>Guibert</c3><c5>85, chemin de Hamel</c5><c7>Torres</c7><c8>86294</c8><c31>20240201</c31><c48>TN0000369</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
370,"<row id=""370"" xml:space=""preserve""><c1>C100370</c1><c2>Michèle</c2><c3>Marchand</c3><c5>50, boulevard Hamel</c5><c7>Gimenez</c7><c8>97414</c8><c31>20090314</c31><c48>TN0000370</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
371,"<row id=""371"" xml:space=""preserve""><c1>C100371</c1><c2>Anastasie</c2><c3>Jean</c3><c5>1, rue de Julien</c5><c7>Bonnin-la-Forêt</c7><c8>84655</c8><c31>20150926</c31><c48>TN0000371</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
372,"<row id=""372"" xml:space=""preserve""><c1>C100372</c1><c2>Chantal</c2><c3>Arnaud</c3><c5>rue Olivie Gomes</c5><c7>Saint Sabine</c7><c8>61179</c8><c31>20250118</c31><c48>TN0000372</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
373,"<row id=""373"" xml:space=""preserve""><c1>C100373</c1><c2>Brigitte</c2><c3>Lucas</c3><c5>80, chemin Roger Baudry</c5><c7>Valletboeuf</c7><c8>42444</c8><c31>20100621</c31><c48>TN0000373</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
374,"<row id=""374"" xml:space=""preserve""><c1>C100374</c1><c2>Simone</c2><c3>Merle</c3><c5>33, rue de Bodin</c5><c7>Lebonnec</c7><c8>73395</c8><c31>20140508</c31><c48>TN0000374</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
375,"<row id=""375"" xml:space=""preserve""><c1>C100375</c1><c2>Martin</c2><c3>Bertrand</c3><c5>19, rue Brunel</c5><c7>Maceboeuf</c7><c8>94590</c8><c31>20251229</c31><c48>TN0000375</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
376,"<row id=""376"" xml:space=""preserve""><c1>C100376</c1><c2>Margaud</c2><c3>Nicolas</c3><c5>boulevard Gaudin</c5><c7>Maillot</c7><c8>97359</c8><c31>20150813</c31><c48>TN0000376</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
377,"<row id=""377"" xml:space=""preserve""><c1>C100377</c1><c2>Anouk</c2><c3>Gauthier</c3><c5>6, chemin de Laporte</c5><c7>Devaux</c7><c8>16423</c8><c31>20090620</c31><c48>TN0000377</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
378,"<row id=""378"" xml:space=""preserve""><c1>C100378</c1><c2>Alexandre</c2><c3>Rocher</c3><c5>68, boulevard Costa</c5><c7>Saint Lucy</c7><c8>82301</c8><c31>20071224</c31><c48>TN0000378</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
379,"<row id=""379"" xml:space=""preserve""><c1>C100379</c1><c2>Stéphane</c2><c3>Leclerc</c3><c5>25, chemin Guillaume Duhamel</c5><c7>Dupré-sur-Durand</c7><c8>78108</c8><c31>20101107</c31><c48>TN0000379</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
380,"<row id=""380"" xml:space=""preserve""><c1>C100380</c1><c2>Daniel</c2><c3>Leleu</c3><c5>55, boulevard Louis Blanchard</c5><c7>Raynaud</c7><c8>10892</c8><c31>20130127</c31><c48>TN0000380</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
381,"<row id=""381"" xml:space=""preserve""><c1>C100381</c1><c2>Élodie</c2><c3>Becker</c3><c5>79, chemin de Tessier</c5><c7>Lecoq</c7><c8>69834</c8><c31>20160209</c31><c48>TN0000381</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
382,"<row id=""382"" xml:space=""preserve""><c1>C100382</c1><c2>Léon</c2><c3>Mary</c3><c5>69, chemin Xavier Camus</c5><c7>Menard-la-Forêt</c7><c8>12412</c8><c31>20240514</c31><c48>TN0000382</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
383,"<row id=""383"" xml:space=""preserve""><c1>C100383</c1><c2>Denis</c2><c3>Gonzalez</c3><c5>54, boulevard de Rey</c5><c7>Muller-la-Forêt</c7><c8>22448</c8><c31>20150221</c31><c48>TN0000383</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
384,"<row id=""384"" xml:space=""preserve""><c1>C100384</c1><c2>Michel</c2><c3>Bonneau</c3><c5>rue Wagner</c5><c7>Saint CélinaVille</c7><c8>41522</c8><c31>20150325</c31><c48>TN0000384</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
385,"<row id=""385"" xml:space=""preserve""><c1>C100385</c1><c2>Adèle</c2><c3>Collin</c3><c5>12, avenue de Schneider</c5><c7>Clercdan</c7><c8>23349</c8><c31>20160910</c31><c48>TN0000385</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
386,"<row id=""386"" xml:space=""preserve""><c1>C100386</c1><c2>Maggie</c2><c3>Texier</c3><c5>boulevard Alexandre</c5><c7>Alexandre-sur-Leclerc</c7><c8>29556</c8><c31>20180903</c31><c48>TN0000386</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
387,"<row id=""387"" xml:space=""preserve""><c1>C100387</c1><c2>Alphonse</c2><c3>Schneider</c3><c5>595, rue Chauvet</c5><c7>Guillon</c7><c8>42992</c8><c31>20080109</c31><c48>TN0000387</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
388,"<row id=""388"" xml:space=""preserve""><c1>C100388</c1><c2>Patrick</c2><c3>Vasseur</c3><c5>rue de Breton</c5><c7>GuillouVille</c7><c8>85929</c8><c31>20070701</c31><c48>TN0000388</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
389,"<row id=""389"" xml:space=""preserve""><c1>C100389</c1><c2>Lorraine</c2><c3>Pichon</c3><c5>7, rue Maury</c5><c7>Vallée</c7><c8>01752</c8><c31>20231206</c31><c48>TN0000389</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
390,"<row id=""390"" xml:space=""preserve""><c1>C100390</c1><c2>Denise</c2><c3>Bonneau</c3><c5>chemin Franck Chevalier</c5><c7>Sainte Laurent</c7><c8>18247</c8><c31>20061120</c31><c48>TN0000390</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
391,"<row id=""391"" xml:space=""preserve""><c1>C100391</c1><c2>Audrey</c2><c3>Moulin</c3><c5>boulevard de Maurice</c5><c7>Guilletboeuf</c7><c8>14493</c8><c31>20100227</c31><c48>TN0000391</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
392,"<row id=""392"" xml:space=""preserve""><c1>C100392</c1><c2>Marie</c2><c3>Ferrand</c3><c5>53, rue de Bourdon</c5><c7>Guyon</c7><c8>11316</c8><c31>20081226</c31><c48>TN0000392</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
393,"<row id=""393"" xml:space=""preserve""><c1>C100393</c1><c2>Sébastien</c2><c3>Nguyen</c3><c5>93, avenue de Adam</c5><c7>Ruiz-sur-Lecomte</c7><c8>02442</c8><c31>20061226</c31><c48>TN0000393</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
394,"<row id=""394"" xml:space=""preserve""><c1>C100394</c1><c2>Colette</c2><c3>Gilles</c3><c5>708, rue de Robert</c5><c7>Sainte Théodoreboeuf</c7><c8>41925</c8><c31>20070811</c31><c48>TN0000394</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
395,"<row id=""395"" xml:space=""preserve""><c1>C100395</c1><c2>Stéphane</c2><c3>Moreau</c3><c5>71, rue de Jean</c5><c7>Mace</c7><c8>32852</c8><c31>20100413</c31><c48>TN0000395</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
396,"<row id=""396"" xml:space=""preserve""><c1>C100396</c1><c2>Juliette</c2><c3>Coste</c3><c5>1, rue Thibault Hervé</c5><c7>Marchand</c7><c8>67395</c8><c31>20130722</c31><c48>TN0000396</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
397,"<row id=""397"" xml:space=""preserve""><c1>C100397</c1><c2>Julien</c2><c3>Hebert</c3><c5>69, chemin Maurice Jacob</c5><c7>Leconte-sur-Jourdan</c7><c8>15589</c8><c31>20220422</c31><c48>TN0000397</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
398,"<row id=""398"" xml:space=""preserve""><c1>C100398</c1><c2>Maggie</c2><c3>Roche</c3><c5>88, rue Margaux Collin</c5><c7>Marchal</c7><c8>92883</c8><c31>20061006</c31><c48>TN0000398</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
399,"<row id=""399"" xml:space=""preserve""><c1>C100399</c1><c2>Lorraine</c2><c3>Martinez</c3><c5>chemin de Mercier</c5><c7>Saint Michelle-les-Bains</c7><c8>37202</c8><c31>20100306</c31><c48>TN0000399</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
400,"<row id=""400"" xml:space=""preserve""><c1>C100400</c1><c2>Maryse</c2><c3>Buisson</c3><c5>chemin Morvan</c5><c7>Lelièvre</c7><c8>34991</c8><c31>20070723</c31><c48>TN0000400</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
401,"<row id=""401"" xml:space=""preserve""><c1>C100401</c1><c2>Marthe</c2><c3>Denis</c3><c5>rue de Da Costa</c5><c7>JolyBourg</c7><c8>93319</c8><c31>20250324</c31><c48>TN0000401</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
402,"<row id=""402"" xml:space=""preserve""><c1>C100402</c1><c2>Théophile</c2><c3>David</c3><c5>boulevard de Guillot</c5><c7>Normandnec</c7><c8>60884</c8><c31>20170504</c31><c48>TN0000402</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
403,"<row id=""403"" xml:space=""preserve""><c1>C100403</c1><c2>Élodie</c2><c3>Noël</c3><c5>1, rue de Boulay</c5><c7>Sainte Suzanne</c7><c8>97224</c8><c31>20190930</c31><c48>TN0000403</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
404,"<row id=""404"" xml:space=""preserve""><c1>C100404</c1><c2>Jules</c2><c3>Cousin</c3><c5>chemin Constance Barbier</c5><c7>PetitVille</c7><c8>89151</c8><c31>20150405</c31><c48>TN0000404</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
405,"<row id=""405"" xml:space=""preserve""><c1>C100405</c1><c2>Renée</c2><c3>Clerc</c3><c5>588, boulevard Lopes</c5><c7>Chrétien</c7><c8>78651</c8><c31>20241206</c31><c48>TN0000405</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
406,"<row id=""406"" xml:space=""preserve""><c1>C100406</c1><c2>Brigitte</c2><c3>Robert</c3><c5>7, avenue Lecomte</c5><c7>Pereira</c7><c8>19730</c8><c31>20070227</c31><c48>TN0000406</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
407,"<row id=""407"" xml:space=""preserve""><c1>C100407</c1><c2>Susan</c2><c3>Pons</c3><c5>rue Schmitt</c5><c7>Gimenez</c7><c8>52881</c8><c31>20160214</c31><c48>TN0000407</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
408,"<row id=""408"" xml:space=""preserve""><c1>C100408</c1><c2>Claire</c2><c3>Guichard</c3><c5>2, avenue Poirier</c5><c7>Payet-les-Bains</c7><c8>36957</c8><c31>20200429</c31><c48>TN0000408</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
409,"<row id=""409"" xml:space=""preserve""><c1>C100409</c1><c2>Honoré</c2><c3>Maillard</c3><c5>29, chemin Lemoine</c5><c7>Albert</c7><c8>61615</c8><c31>20120511</c31><c48>TN0000409</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
410,"<row id=""410"" xml:space=""preserve""><c1>C100410</c1><c2>Suzanne</c2><c3>Ruiz</c3><c5>92, chemin de Payet</c5><c7>LeclercqVille</c7><c8>81461</c8><c31>20110509</c31><c48>TN0000410</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
411,"<row id=""411"" xml:space=""preserve""><c1>C100411</c1><c2>Henriette</c2><c3>Seguin</c3><c5>131, avenue de Bailly</c5><c7>Vallée-sur-Bernard</c7><c8>97674</c8><c31>20180101</c31><c48>TN0000411</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
412,"<row id=""412"" xml:space=""preserve""><c1>C100412</c1><c2>Sylvie</c2><c3>Lefort</c3><c5>169, rue de Bailly</c5><c7>Durand</c7><c8>62864</c8><c31>20230306</c31><c48>TN0000412</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
413,"<row id=""413"" xml:space=""preserve""><c1>C100413</c1><c2>Laetitia</c2><c3>Aubry</c3><c5>28, boulevard Raymond Antoine</c5><c7>Launay</c7><c8>09152</c8><c31>20190906</c31><c48>TN0000413</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
414,"<row id=""414"" xml:space=""preserve""><c1>C100414</c1><c2>Marie</c2><c3>De Oliveira</c3><c5>boulevard de Bourdon</c5><c7>Rey</c7><c8>08466</c8><c31>20110414</c31><c48>TN0000414</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
415,"<row id=""415"" xml:space=""preserve""><c1>C100415</c1><c2>Françoise</c2><c3>Wagner</c3><c5>25, rue Navarro</c5><c7>Michelboeuf</c7><c8>84818</c8><c31>20140502</c31><c48>TN0000415</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
